"","who_post","who_retweet","rt_tweet"
"517","IrishTimes","Pad_Ban","Boy (14) charged over #Manchester #sex #assaults http://t.co/b86iEzqgUS via @IrishTimes #cultural #Diversity #UK #Europe #immigration #islam"
"518","Ironwand","pangallion","RT @Ironwand http://t.co/8gvJMqSrts Traitor Boris (great-granddad Turkish) wants even more immigration!  http://t.co/2Wjkr5mci5 #ukpolitics"
"519","IvanAruka","defaaditian","cc: @AnggerDimas inget ga mas dimas? RT @IvanAruka: #NowPlaying Angger Dimas mixtape @ Immigrant Jakarta"
"520","JCWInews","BritCits","Theresa May:Opt out of UK-drafted ECHR,cover up 30% wrong decisions, Kafkaesque family immigration http://t.co/6cxhmHLhSh via @JCWInews"
"521","JEPnews","sam4wong","GPs backing #migrant NHS charge | via @JEPnews: http://t.co/uoPnbkdxHT @RCGP @TheBMA @archangelolill @NHAparty @cpeedell @MigrantVoiceUK"
"522","JamaicaObserver","GhettoRamJA","RT @JamaicaObserver: UK gov't introduces tough immigration bill http://t.co/yG7tv5FZeV"
"523","JamaicaObserver","CHRYSTNMGR","RT @JamaicaObserver: UK gov't introduces tough immigration bill http://t.co/Mvmys3Kijp"
"524","Janinacarpe","Janinacarpe","RT @Janinacarpe: Realmente fuerte...  UK's message to immigrants: Stay out  http://t.co/m9qCQfPKPD"
"525","JeffRandallLive","PeterHoskinsSky","#Labour 'Got It Wrong' On Immigration via @JeffRandallLive http://t.co/zCw8QcNSdW #ImmigrationUK"
"526","JejuWeekly","HeritageStudent","Helping the British live and thrive in Korea http://t.co/XtOB8PRHAY via @JejuWeekly #SeoulSpotlight #immigration @UKinKorea"
"527","JewishMuseumMKE","JewishMilwaukee","RT @JewishMuseumMKE: At the @Milwaukee Jewish federation economic forum, the panelists had a major conversation on immigration and......"
"528","Jumbojeenn","NotNickk","Me RT @Jumbojeenn: Fuken immigrant gtfo out of my hall"
"529","KaneBrides","_MBay","Miraculous #migration RT @KaneBrides
Swan ringed in Iceland 8 wks ago; now in UK 
Our wader roost study aims 2 better protect vulner birds"
"530","KattWilliams","Suave_Mo","RT @KattWilliams: Black Crime =Gang Violence. Arab Crime = Terrorism. Hispanic Crime = Illegal immigration. ... http://t.co/VJ8eNnUKJB"
"531","LRB","mike_sh","Jeremy Harding again on more adverse changes to migrant rights in the UK, from the #LRB blog: http://t.co/Cl3jubAYDq via @LRB"
"532","LSEpoliticsblog","WhitefordPeter","The decline in UK immigration is exaggerated | British Politics and Policy at LSE http://t.co/cfyoJNCwRe via @LSEpoliticsblog"
"533","LatinoVoices","aferndz","Mark Zuckerberg To Host Hackathon For Undocumented Immigrants http://t.co/uKSyuZjf72 via @LatinoVoices #sisepuede"
"534","Laura_Padoan","calvinhyj","RT @Laura_Padoan: Britain's #Immigration Nightmare Is Really Just a Nightmare for Immigrants http://t.co/rH9feu49hX"
"535","LePoint","NzangaMobutu","#Immigration: Londres invite les clandestins à partir par SMS http://t.co/Y9JczbuJ09 via @LePoint #UK #RoyaumeUni #SMS"
"536","LePoint","ArnaudLeNoko","Mdr @NzangaMobutu: #Immigration: Londres invite les clandestins à partir par SMS http://t.co/wblaXoy48y via @LePoint #UK #RoyaumeUni #SMS"
"537","Le_Figaro","patriotedu59","Immigration : les expulsions de clandestins en chute libre http://t.co/XuKQ8uMfMS via @Le_Figaro"
"538","Le_Figaro","steffymunch","Immigration : les expulsions de clandestins en chute libre http://t.co/8dTJyNukaJ via @Le_Figaro"
"539","LegalVoiceUK","Wonkypolicywonk","Brilliant!!! &gt; MT @JusticeGap I now understand why immigration lawyers are permanently furious http://t.co/MbHVkzcvac & via @LegalVoiceUK"
"540","LegalVoiceUK","Gemma_Blythe","I now understand why immigration lawyers are permanently furious #Immigration, via @LegalVoiceUK 
http://t.co/dx2v4hnNc7"
"541","LegalVoiceUK","iainfpalmer","MT @Gemma_Blythe: I now understand why immigration lawyers are permanently furious via @LegalVoiceUK 
http://t.co/WVOIxlH6Mk. Correct!"
"542","LexisUK_CA_News","glennmc470","RT @LexisUK_CA_News: Detailed analysis of impact of #legalaid proposals on immigration practice from Wilson LLP  http://t.co/KtBCh6rrUY"
"543","LibDemVoice","sam4wong","#Clegg rejects Theresa Mays plans to impose new #immigration regulations on private... via @LibDemVoice: http://t.co/RtHRHgH3qK @UKLabour"
"544","LouiseElster","Dam_McCarthy","RT @LouiseElster Exploitation trap of migrant workers #ukemplaw #HR http://t.co/pNGWHtsOz3 &"
"545","LukeLPearson","leesawatego","OMG, OMG, OMG! RT @LukeLPearson *cough* @boltcomments: all this immigration by Muslims is colonisation"""
"546","LukeLPearson","Rod_Hysted","RT @LukeLPearson: *cough* @boltcomments: all this immigration by Muslims is colonisation 
Sigh, come on get real Bolt!"
"547","LukensErik","oregonianstump",".@Oregonian editorial board says voters should prepare to back driver cards for illegal immigrants http://t.co/xdhbI8Nm02 (via @LukensErik)"
"548","MT_editorial","DearsonWinyard","Shortage Of Skilled Workers Threatens To Dent UK Economic Recovery http://t.co/TyggaPubgc via @MT_editorial #immigration"
"549","MVironUK","BforBStafLadies","RT @MVironUK Recently moved from Orange to EE? This video can help explain the billing migration process:... http://t.co/0VXwqBVrOs"
"550","M_Star_Online","sam4wong","The poisoned debate on #immigration: via @M_Star_Online: http://t.co/RNjWzsXx1G #UK #Migrants @MigrantVoiceUK @UNHCRUK @AsylumAid @JCWInews"
"551","MailOnline","seafarer1847","How the invasion of immigrants into every corner of England has made a mockery of PM's promise to... http://t.co/HIUbOewnKz via @MailOnline"
"552","MailOnline","johnstrange2008","Ed Miliband insists: Britain Needs more immigrants and more houses to put them in http://t.co/5POLpcaXBn   via @MailOnline"
"553","MailOnline","johnstrange2008","Ed Miliband insists: Britain Needs more African/Syrian immigrants and more houses to put them in http://t.co/5POLpcaXBn     via @MailOnline"
"554","MailOnline","WorthingUKIP","Over 2million UK passports handed to foreigners since 2000 http://t.co/xVbh1k5tSU via @MailOnline #Immigration"
"555","MailOnline","MCUK54","Illegal immigrant is allowed to stay in UK to care for step-daughter http://t.co/qra4FPAjnt via @MailOnline. The UK a joke across the world"
"556","MailOnline","TurnbullRuther","Illegal immigrant is allowed to stay in UK to care for step-daughter http://t.co/wvm01vMNd6 via @MailOnline"
"557","MailOnline","Safadreamer","Illegal immigrant is allowed to stay in UK to care for step-daughter http://t.co/6WCLA8G651 via @MailOnline"
"558","MailOnline","jondknight","70million a year arrive in UK unchecked: Migration chief slams £1.2billion electronic borders fiasco http://t.co/EZVrNQfUkW via @MailOnline"
"559","MailOnline","2tweetaboutit","Illegal immigrant is allowed to stay in UK to care for step-daughter http://t.co/tJnYxjkeS8 via @MailOnline"
"560","MailOnline","2tweetaboutit","Electronic borders fiasco: 70million a year arrive in UK unchecked as migration chief slams... http://t.co/aKg4nPdeKy via @MailOnline"
"561","MailOnline","UKIPSandwell","70million a year arrive in UK unchecked: Migration chief slams £1.2billion electronic borders fiasco http://t.co/AyFp65zDp4 via @MailOnline"
"562","MailOnline","PhebeOhYes","Electronic borders fiasco: 70million a year arrive in UK unchecked as migration chief slams... http://t.co/fG00n9ZIJh via @MailOnline"
"563","MailOnline","Londoner_Matt","Electronic borders fiasco: 70million a year arrive in UK unchecked as migration chief slams... http://t.co/H2OipyW0Ny via @MailOnline"
"564","MailOnline","son_of_hood","Electronic borders fiasco: 70million a year arrive in UK unchecked as migration chief slams... http://t.co/bl805qLj9t via @MailOnline"
"565","MailOnline","MCUK54","Electronic borders fiasco: 70million a year arrive in UK unchecked as migration chief slams... http://t.co/NSj0H6b8BY via @MailOnline"
"566","MailOnline","jjassociatesYin","Electronic borders fiasco: 70million a year arrive in UK unchecked as migration chief slams... http://t.co/LML2h5kxaD via @MailOnline"
"567","MailOnline","RichFelstead","Electronic borders fiasco: 70million a year arrive in UK unchecked as migration chief slams... http://t.co/FxKTALDaiX via @MailOnline"
"568","MailOnline","OhBrokenBritain","Electronic borders fiasco: 70million a year arrive in UK unchecked as migration chief slams... http://t.co/8lVi7iwlYq via @MailOnline"
"569","MailOnline","GalaReiver","Electronic borders fiasco: 70million a year arrive in UK unchecked as migration chief slams... http://t.co/ljfoi612in via @MailOnline"
"570","MailOnline","TheJamesroi","70million a year arrive in UK unchecked: Migration chief slams £1.2billion electronic borders fiasco http://t.co/lTnLkDNGmC via @MailOnline"
"571","MailOnline","ggmstrength","Illegal immigrant is allowed to stay in UK to care for step-daughter http://t.co/HnSU8ioYIW via @MailOnline"
"572","MailOnline","EUEXIT","Banks may crack down on immigrants: Managers to check database http://t.co/fukxi6INst via @MailOnline Clearly they would never use false ID¡"
"573","MailOnline","TrevorCarter4","Illegal immigrant is allowed to stay in UK to care for step-daughter http://t.co/PGFsfg28bd via @MailOnline"
"574","MailOnline","margare80388525","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/mIQzmhboij via @MailOnline"
"575","MailOnline","fucktheuaf","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/LFKoB5X5XE via @MailOnline how many others"
"576","MailOnline","beyondunlimited","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/N3J5RGuZaH via @MailOnline"
"577","MailOnline","purpleline","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/7fEvTx95CO via @MailOnline &gt; Thanks Labour"
"578","MailOnline","McDonald_69","UK: Illegal immigrants to be denied bank accounts and driving licences http://t.co/Ay4M3u5jm5 via @MailOnline"
"579","MailOnline","WinslowofWessex","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/Eolf48hQaW via @MailOnline"
"580","MailOnline","Nickname_Hafiz","Chilling moment a Slovakian woman taken to UK as a sex slave was handed to Pakistani immigrant for... http://t.co/SEGWTQ7Jii via @MailOnline"
"581","MailOnline","JohnhampsonUK","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/IrySOCDFMl via @MailOnline"
"582","MailOnline","CHRISTO57512115","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/uGqwqGLp1D via @MailOnline"
"583","MailOnline","maxibaba","""Why Pakistani make headline""Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/F5AavRBvmJ via @MailOnline"
"584","MailOnline","RichFelstead","Modern day slavery in Britain - Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/TK2BgtO8rM via @MailOnline"
"585","MailOnline","Jamalaya","Chilling moment a Slovakian woman taken to UK as a sex slave was handed to Pakistani immigrant for... http://t.co/6FUpfsmyy7 via @MailOnline"
"586","MailOnline","Markj2o","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/0T5hna0BNk via @MailOnline"
"587","MailOnline","schazad","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/xqTzGkLMno via @MailOnline"
"588","MailOnline","rfw753","Slovakian woman handed to Pakistani immigrant in UK for marriage http://t.co/7PZzkOlgOH via @MailOnline This has to be stopped. Vote UKIP"
"589","MailOnline","EDLUnplugged","Shocking deport them all #scumSlovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/N7w3BMIKnU via @MailOnline"
"590","MailOnline","dreamchaser79","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/NnsW2KdqqT via @MailOnline"
"591","MailOnline","kk2karen","Chilling moment a Slovakian woman taken to UK as a sex slave was handed to Pakistani immigrant for... http://t.co/uLtSQlshir via @MailOnline"
"592","MailOnline","AhmedTanveeratv","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/jtaONPFQOQ via @MailOnline"
"593","MailOnline","TedTBall","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/LKRXYcMke8 via @MailOnline"
"594","MailOnline","davy090","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/TjD3bxjjsa via @MailOnline VERY DISTURBING CASE"
"595","MailOnline","SunWuKchung","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/fyHKe3rlpJ via @MailOnline"
"596","MailOnline","Antonvlimburg","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/9nK2pOVXBC via @MailOnline"
"597","MailOnline","yiquai","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/1iNWqK73bm via @MailOnline"
"598","MailOnline","2tweetaboutit","Chilling moment a Slovakian woman taken to UK as a sex slave was handed to Pakistani immigrant for... http://t.co/BMzqnEmwcj via @MailOnline"
"599","MailOnline","Londoner_Matt","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/0ys84wdpmQ via @MailOnline"
"600","MailOnline","bkamatya","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/jF8rVRFhjL  via @MailOnline #TwetyFirstCentury!!!"
"601","MailOnline","Umairmirza","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/9YpvRKPZH9 via @MailOnline"
"602","MailOnline","victorshannock","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/vaXQ1Qqn6k via @MailOnline this has got to stop"
"603","MailOnline","gaois","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/8sjog7rKAk via @MailOnline"
"604","MailOnline","Harpreet_Singhz","Slovakian woman handed to Pakistani immigrant in UK for sham marriage http://t.co/PgCoMneskE via @MailOnline"
"605","MailOnline","haselden86","True in Australia aswell
UK immigration: Polygamy, welfare benefits and an insidious silence http://t.co/7tuBDFzbaS via @MailOnline"
"606","MailOnline","camshrone","UK immigration: Polygamy, welfare benefits and an insidious silence http://t.co/ImAKzQ9nkI via @MailOnline"
"607","MailOnline","RayPyngotes","UK immigration: Polygamy, welfare benefits and an insidious silence http://t.co/MiYiT0k2di via @MailOnline"
"608","MailOnline","yiquai","UK immigration: Polygamy, welfare benefits and an insidious silence http://t.co/v1D48SVLis via @MailOnline"
"609","MailOnline","mabaker17","UK immigration: Polygamy, welfare benefits and an insidious silence http://t.co/daj6WLAXnN via @MailOnline"
"610","MailOnline","the_almightyone","A fifth of all suspected rapists and murderers in Britain are immigrants http://t.co/WuxVCTwoVN via @MailOnline A MSG TO LEFTIES , READ"
"611","MailOnline","Nickname_Hafiz","'You have no right to be in the UK and you should leave': Extraordinary moment immigration ministe... http://t.co/cB9XS5gRVM via @MailOnline"
"612","MailOnline","scottishpipers","'You have no right to be in the UK and you should leave': Extraordinary moment immigration ministe... http://t.co/6w5dGbAsKY via @MailOnline"
"613","MailOnline","Berberotica","Immigration minister Mark Harper tells failed asylum seeker to go home http://t.co/4deIuknp3k via @MailOnline &lt;&lt; WOW"
"614","MailOnline","margare80388525","'You have no right to be in the UK and you should leave': Extraordinary moment immigration ministe... http://t.co/gSQu1tqR0w via @MailOnline"
"615","MailOnline","TheJamesroi","'You have no right to be in the UK and you should leave': Extraordinary moment immigration ministe... http://t.co/Kk43sP74PK via @MailOnline"
"616","MailOnline","CaldyTheSeagull","'You have no right to be in the UK and you should leave': Extraordinary moment immigration ministe... http://t.co/iI35XuMLQd via @MailOnline"
"617","MailOnline","AndrewKerr4","'You have no right to be in the UK and you should leave': Extraordinary moment immigration ministe... http://t.co/4aHREYjW9e via @MailOnline"
"618","MailOnline","ONCEIHADACOMRAD","'You have no right to be in the UK and you should leave': Extraordinary moment immigration ministe... http://t.co/TBOLQDp3Sx via @MailOnline"
"619","MailOnline","ukip_sththanet","'You have no right to be in the UK and you should leave': Extraordinary moment immigration ministe... http://t.co/7NdoGqzSGL via @MailOnline"
"620","MailOnline","AdamovichC","'You have no right to be in the #UK and you should leave': Extraordinary moment #immigration min...http://t.co/kNr6XPoBcu via @MailOnline"
"621","MailOnline","jondknight","'You have no right to be in the UK and you should leave': Extraordinary moment immigration ministe... http://t.co/xZVhqEzIQb via @MailOnline"
"622","MailOnline","DietzHans","#Slovakian #woman handed to #Pakistani immigrant in UK for sham marriage http://t.co/pw9sixGHx2 via @MailOnline #Politik"
"623","MailOnline","SimoneLaurey","UK: 1 in 5 weddings held in cities is faked to get around migration laws http://t.co/WPBUM3mpnZ via @MailOnline"
"624","MailOnline","UkipaLotMoreIan","More NHS £billions to immigrants/foreigners
DAILY MAIL: Britain can't afford to treat the world http://t.co/WEiW9xinS0 via @MailOnline
#UKIP"
"625","MailOnline","crab_claws","Immigrants finding new methods to enter UK   http://t.co/rVRXb2iOlz via @MailOnline"
"626","MailOnline","wytzia","Kosovan illegal #immigrant dragged off bus by French police snubs offer to return http://t.co/UkR3XhmRkE via @MailOnline HELLO she is 15!"
"627","MailOnline","carlb369","Italian student, 19, killed 10 days after arriving in UK to study http://t.co/WiSFl7JNqm via @MailOnline joys of uncontrolled immigration"
"628","MailOnline","matt02392","RT @MailOnline: Police issue apology after tweeting 'Officers 1 Immigrants 0' http://t.co/YFN6OLDtw4 via @DailyMailUK #fb"
"629","MailOnline","redlotus2","Cameron is talking tough on immigration to woo UKIP voters: http://t.co/95dGkUAfZ1 via @MailOnline #UK #politics #immigration"
